user_id,group,age,city,device,reg_date
user_02671,B,40.0,Санкт-Петербург,iOS,2025-02-18
user_02672,A,37.0,Москва,Android,2024-02-23
user_02673,B,29.0,Москва,Android,2023-05-25
user_02674,A,24.0,Санкт-Петербург,iOS,2023-05-31
user_02675,B,18.0,Новосибирск,iOS,2024-10-07
user_02676,A,38.0,Екатеринбург,Android,2024-05-30
user_02677,B,19.0,Москва,Android,2023-04-04
user_02678,A,35.0,Другой,iOS,2025-11-09
user_02679,B,32.0,Санкт-Петербург,iOS,2025-07-18
user_02680,A,41.0,Другой,Android,2025-04-10
user_02681,B,31.0,Другой,Android,2024-01-21
user_02682,A,31.0,Санкт-Петербург,iOS,2024-10-29
user_02683,B,42.0,Санкт-Петербург,iOS,2023-04-24
user_02684,A,38.0,Екатеринбург,Android,2024-07-28
user_02685,B,38.0,Санкт-Петербург,Android,2025-09-16
user_02686,A,39.0,Новосибирск,iOS,2024-07-24
user_02687,B,19.0,Новосибирск,iOS,2025-04-22
user_02688,A,42.0,Другой,Android,2024-08-20
user_02689,B,41.0,Санкт-Петербург,Android,2024-01-01
user_02690,A,24.0,Другой,iOS,2025-03-15
user_02691,B,,Санкт-Петербург,iOS,2025-02-18
user_02692,A,34.0,Другой,Android,2024-04-15
user_02693,B,33.0,Другой,Android,2025-10-08
user_02694,A,38.0,Москва,iOS,2025-06-03
user_02695,B,49.0,Санкт-Петербург,iOS,2023-11-22
user_02696,A,45.0,Москва,Android,2022-12-26
user_02697,B,21.0,Другой,Android,2025-10-10
user_02698,A,41.0,Екатеринбург,iOS,2023-12-05
user_02699,B,48.0,Москва,iOS,2025-09-05
user_02700,A,38.0,Москва,Android,2024-01-28
user_02701,B,45.0,Екатеринбург,Android,2025-07-02
user_02702,A,55.0,Другой,iOS,2024-05-19
user_02703,B,45.0,Москва,iOS,2025-11-13
user_02704,A,37.0,Екатеринбург,Android,2025-04-24
user_02705,B,45.0,Москва,Android,2023-03-20
user_02706,A,36.0,Санкт-Петербург,iOS,2025-10-22
user_02707,B,35.0,Москва,iOS,2024-01-02
user_02708,A,31.0,Санкт-Петербург,Android,2024-12-03
user_02709,B,50.0,Москва,Android,2025-06-22
user_02710,A,26.0,Другой,iOS,2023-09-16
user_02711,B,50.0,Санкт-Петербург,iOS,2024-03-24
user_02712,A,39.0,Москва,Android,2023-09-22
user_02713,B,,,Android,2024-07-24
user_02714,A,38.0,Екатеринбург,iOS,2025-04-27
user_02715,B,18.0,Москва,iOS,2025-03-07
user_02716,A,41.0,Новосибирск,Android,2024-08-31
user_02717,B,43.0,,Android,2023-03-29
user_02718,A,29.0,Другой,iOS,2024-01-08
user_02719,B,36.0,Новосибирск,iOS,2025-03-11
user_02720,A,54.0,Екатеринбург,Android,2024-05-17
user_02721,B,29.0,Екатеринбург,Android,2024-06-27
user_02722,A,24.0,Екатеринбург,iOS,2023-10-12
user_02723,B,49.0,Другой,iOS,2024-04-26
user_02724,A,54.0,Новосибирск,Android,2024-03-15
user_02725,B,35.0,Екатеринбург,Android,2025-02-26
user_02726,A,45.0,Новосибирск,iOS,2024-03-20
user_02727,B,48.0,Екатеринбург,iOS,2023-07-08
user_02728,A,27.0,Екатеринбург,Android,2023-09-21
user_02729,B,30.0,Санкт-Петербург,Android,2023-12-16
user_02730,A,47.0,Москва,iOS,2023-01-13
user_02731,B,51.0,Санкт-Петербург,iOS,2024-04-03
user_02732,A,40.0,Новосибирск,Android,2024-08-14
user_02733,B,26.0,Санкт-Петербург,Android,2025-06-25
user_02734,A,54.0,Екатеринбург,iOS,2025-08-08
user_02735,B,29.0,Москва,iOS,2025-04-29
user_02736,A,31.0,Москва,Android,2025-03-31
user_02737,B,38.0,Москва,Android,2023-02-01
user_02738,A,50.0,,iOS,2024-01-05
user_02739,B,43.0,Новосибирск,iOS,2023-10-10
user_02740,A,39.0,Москва,Android,2024-05-29
user_02741,B,39.0,Москва,Android,2023-08-24
user_02742,A,35.0,Москва,iOS,2023-01-16
user_02743,B,40.0,Новосибирск,iOS,2024-04-30
user_02744,A,18.0,Екатеринбург,Android,2024-06-08
user_02745,B,32.0,Екатеринбург,Android,2023-11-13
user_02746,A,37.0,Санкт-Петербург,iOS,2023-02-12
user_02747,B,23.0,Москва,iOS,2025-08-09
user_02748,A,38.0,Санкт-Петербург,Android,2022-12-28
user_02749,B,32.0,Москва,Android,2023-03-11
user_02750,A,52.0,Санкт-Петербург,iOS,2023-05-08
user_02751,B,50.0,Санкт-Петербург,iOS,2024-08-21
user_02752,A,30.0,Другой,Android,2024-07-20
user_02753,B,,Москва,Android,2023-03-28
user_02754,A,34.0,Другой,iOS,2025-02-28
user_02755,B,30.0,Санкт-Петербург,iOS,2024-12-01
user_02756,A,36.0,Другой,Android,2023-05-21
user_02757,B,100.0,Новосибирск,Android,2025-02-07
user_02758,A,23.0,Другой,iOS,2023-09-01
user_02759,B,41.0,Екатеринбург,iOS,2024-03-15
user_02760,A,41.0,Москва,Android,2023-07-05
user_02761,B,26.0,Санкт-Петербург,Android,2025-09-07
user_02762,A,43.0,Москва,iOS,2023-07-23
user_02763,B,28.0,Москва,iOS,2025-10-21
user_02764,A,37.0,Екатеринбург,Android,2025-10-28
user_02765,B,43.0,Санкт-Петербург,Android,2024-04-16
user_02766,A,34.0,Санкт-Петербург,iOS,2025-08-30
user_02767,B,39.0,Санкт-Петербург,iOS,2023-05-21
user_02768,A,29.0,Екатеринбург,Android,2024-03-19
user_02769,B,33.0,Санкт-Петербург,Android,2023-07-26
user_02770,A,32.0,Москва,iOS,2024-08-20
user_02771,B,27.0,Санкт-Петербург,iOS,2024-09-22
user_02772,A,33.0,,Android,2025-01-24
user_02773,B,19.0,Другой,Android,2024-03-15
user_02774,A,30.0,Новосибирск,iOS,2025-04-02
user_02775,B,32.0,Москва,iOS,2024-02-07
user_02776,A,32.0,Екатеринбург,Android,2023-09-09
user_02777,B,32.0,Санкт-Петербург,Android,2023-06-24
user_02778,A,34.0,Москва,iOS,2023-11-11
user_02779,B,39.0,Москва,iOS,2024-01-30
user_02780,A,43.0,Екатеринбург,Android,2024-06-02
user_02781,B,28.0,Екатеринбург,Android,2025-05-06
user_02782,A,22.0,Санкт-Петербург,iOS,2025-03-03
user_02783,B,24.0,Другой,iOS,2024-04-21
user_02784,A,30.0,Санкт-Петербург,Android,2023-03-12
user_02785,B,31.0,Москва,Android,2025-08-18
user_02786,A,27.0,Санкт-Петербург,iOS,2025-11-14
user_02787,B,113.0,Новосибирск,iOS,2024-12-24
user_02788,A,30.0,Екатеринбург,Android,2023-07-07
user_02789,B,36.0,Москва,Android,2024-08-27
user_02790,A,40.0,Санкт-Петербург,iOS,2025-04-03
user_02791,B,29.0,Санкт-Петербург,iOS,2025-07-17
user_02792,A,30.0,Другой,Android,2024-04-05
user_02793,B,25.0,Москва,Android,2024-06-08
user_02794,A,34.0,Екатеринбург,iOS,2023-09-10
user_02795,B,26.0,Новосибирск,iOS,2024-11-30
user_02796,A,40.0,Новосибирск,Android,2025-07-18
user_02797,B,18.0,Санкт-Петербург,Android,2024-12-10
user_02798,A,31.0,Москва,iOS,2024-08-10
user_02799,B,38.0,Другой,iOS,2022-12-31
user_02800,A,36.0,Другой,Android,2023-01-28
user_02801,B,61.0,Москва,Android,2023-03-09
user_02802,A,,Новосибирск,iOS,2024-03-22
user_02803,B,24.0,Москва,iOS,2024-04-19
user_02804,A,34.0,Санкт-Петербург,Android,2025-01-13
user_02805,B,18.0,Москва,Android,2024-08-12
user_02806,A,34.0,Санкт-Петербург,iOS,2024-11-30
user_02807,B,26.0,Москва,iOS,2023-07-25
user_02808,A,44.0,Санкт-Петербург,Android,2025-11-17
user_02809,B,29.0,,Android,2024-03-16
user_02810,A,33.0,Санкт-Петербург,iOS,2025-05-12
user_02811,B,28.0,Санкт-Петербург,iOS,2025-01-21
user_02812,A,52.0,Санкт-Петербург,Android,2022-12-04
user_02813,B,31.0,Москва,Android,2025-01-30
user_02814,A,53.0,Екатеринбург,iOS,2024-04-24
user_02815,B,43.0,Москва,iOS,2024-07-26
user_02816,A,39.0,Другой,Android,2023-05-21
user_02817,B,14.0,Санкт-Петербург,Android,2024-03-14
user_02818,A,38.0,Другой,iOS,2024-07-19
user_02819,B,,Другой,iOS,2024-01-22
user_02820,A,32.0,Другой,Android,2023-10-12
user_02821,B,43.0,Другой,Android,2025-05-04
user_02822,A,34.0,Екатеринбург,iOS,2024-08-28
user_02823,B,20.0,Новосибирск,iOS,2025-02-27
user_02824,A,34.0,Санкт-Петербург,Android,2023-01-26
user_02825,B,52.0,Москва,Android,2024-06-01
user_02826,A,47.0,Санкт-Петербург,iOS,2023-05-01
user_02827,B,34.0,Санкт-Петербург,iOS,2025-08-20
user_02828,A,44.0,Санкт-Петербург,Android,2025-07-09
user_02829,B,31.0,Екатеринбург,Android,2025-03-12
user_02830,A,18.0,Другой,iOS,2024-09-29
user_02831,B,25.0,Москва,iOS,2025-04-01
user_02832,A,50.0,Новосибирск,Android,2023-06-11
user_02833,B,32.0,Москва,Android,2023-10-12
user_02834,A,32.0,Екатеринбург,iOS,2024-05-05
user_02835,B,32.0,Екатеринбург,iOS,2025-09-19
user_02836,A,54.0,Санкт-Петербург,Android,2023-04-02
user_02837,B,51.0,Другой,Android,2024-11-07
user_02838,A,57.0,Москва,iOS,2025-03-28
user_02839,B,33.0,Москва,iOS,2024-09-17
user_02840,A,37.0,Москва,Android,2025-06-03
user_02841,B,19.0,Другой,Android,2023-01-13
user_02842,A,49.0,Новосибирск,iOS,2023-03-04
user_02843,B,23.0,Санкт-Петербург,iOS,2023-11-29
user_02844,A,37.0,Санкт-Петербург,Android,2025-05-14
user_02845,B,24.0,,Android,2023-08-23
user_02846,A,29.0,,iOS,2022-11-24
user_02847,B,26.0,Москва,iOS,2025-02-15
user_02848,A,28.0,Санкт-Петербург,Android,2024-01-01
user_02849,B,29.0,Новосибирск,Android,2024-08-04
user_02850,A,29.0,Санкт-Петербург,iOS,2024-08-21
user_02851,B,43.0,Екатеринбург,iOS,2023-05-05
user_02852,A,23.0,Новосибирск,Android,2023-07-02
user_02853,B,37.0,Санкт-Петербург,Android,2023-10-07
user_02854,A,47.0,Санкт-Петербург,iOS,2024-04-12
user_02855,B,29.0,Другой,iOS,2025-10-10
user_02856,A,27.0,Екатеринбург,Android,2023-08-11
user_02857,B,32.0,Москва,Android,2025-03-07
user_02858,A,46.0,Другой,iOS,2024-09-02
user_02859,B,36.0,Москва,iOS,2025-05-30
user_02860,A,29.0,Москва,Android,2025-07-24
user_02861,B,39.0,Санкт-Петербург,Android,2023-08-18
user_02862,A,23.0,Санкт-Петербург,iOS,2024-05-04
user_02863,B,41.0,Москва,iOS,2023-11-08
user_02864,A,,Екатеринбург,Android,2024-09-18
user_02865,B,31.0,Екатеринбург,Android,2024-06-17
user_02866,A,26.0,Новосибирск,iOS,2023-12-29
user_02867,B,26.0,Санкт-Петербург,iOS,2023-05-09
user_02868,A,40.0,Москва,Android,2025-03-15
user_02869,B,47.0,Екатеринбург,Android,2024-12-09
user_02870,A,28.0,Москва,iOS,2023-11-25
user_02871,B,39.0,Санкт-Петербург,iOS,2025-01-31
user_02872,A,18.0,Москва,Android,2024-12-29
user_02873,B,29.0,Москва,Android,2024-02-20
user_02874,A,34.0,Другой,iOS,2022-12-30
user_02875,B,,Москва,iOS,2023-01-04
user_02876,A,25.0,Санкт-Петербург,Android,2024-02-29
user_02877,B,28.0,Новосибирск,Android,2023-05-19
user_02878,A,37.0,Санкт-Петербург,iOS,2025-06-22
user_02879,B,33.0,Санкт-Петербург,iOS,2023-12-29
user_02880,A,18.0,Санкт-Петербург,Android,2024-05-07
user_02881,B,18.0,Москва,Android,2023-10-29
user_02882,A,28.0,Новосибирск,iOS,2023-02-27
user_02883,B,39.0,Москва,iOS,2025-02-16
user_02884,A,18.0,Новосибирск,Android,2025-04-14
user_02885,B,30.0,Санкт-Петербург,Android,2024-05-03
user_02886,A,29.0,Другой,iOS,2023-09-19
user_02887,B,48.0,Москва,iOS,2023-05-19
user_02888,A,31.0,Екатеринбург,Android,2024-12-10
user_02889,B,38.0,Екатеринбург,Android,2023-11-01
user_02890,A,36.0,Санкт-Петербург,iOS,2023-07-16
user_02891,B,18.0,Москва,iOS,2022-12-16
user_02892,A,42.0,Москва,Android,2025-10-29
user_02893,B,37.0,Екатеринбург,Android,2025-04-27
user_02894,A,40.0,,iOS,2025-06-04
user_02895,B,74.0,Санкт-Петербург,iOS,2025-08-26
user_02896,A,18.0,Другой,Android,2023-07-18
user_02897,B,,Санкт-Петербург,Android,2024-02-20
user_02898,A,32.0,Санкт-Петербург,iOS,2024-01-08
user_02899,B,,Москва,iOS,2023-12-13
user_02900,A,34.0,Екатеринбург,Android,2024-05-16
user_02901,B,30.0,Новосибирск,Android,2024-06-29
user_02902,A,29.0,Санкт-Петербург,iOS,2025-08-26
user_02903,B,38.0,Другой,iOS,2025-01-08
user_02904,A,,Москва,Android,2023-08-11
user_02905,B,42.0,Москва,Android,2025-04-19
user_02906,A,30.0,Санкт-Петербург,iOS,2024-01-15
user_02907,B,23.0,Екатеринбург,iOS,2024-02-02
user_02908,A,30.0,Санкт-Петербург,Android,2024-06-19
user_02909,B,47.0,Москва,Android,2023-12-10
user_02910,A,29.0,Екатеринбург,iOS,2025-03-23
user_02911,B,38.0,Москва,iOS,2023-11-22
user_02912,A,27.0,,Android,2025-03-03
user_02913,B,42.0,Москва,Android,2023-09-12
user_02914,A,,Другой,iOS,2023-01-15
user_02915,B,53.0,Екатеринбург,iOS,2024-07-04
user_02916,A,33.0,Москва,Android,2024-05-07
user_02917,B,41.0,Санкт-Петербург,Android,2024-03-14
user_02918,A,35.0,Новосибирск,iOS,2025-05-29
user_02919,B,47.0,Екатеринбург,iOS,2024-04-09
user_02920,A,27.0,Москва,Android,2024-12-14
user_02921,B,42.0,Новосибирск,Android,2025-06-13
user_02922,A,33.0,Санкт-Петербург,iOS,2023-05-12
user_02923,B,34.0,Екатеринбург,iOS,2022-12-09
user_02924,A,35.0,Другой,Android,2025-07-05
user_02925,B,37.0,Екатеринбург,Android,2023-08-17
user_02926,A,33.0,Москва,iOS,2024-09-10
user_02927,B,37.0,Москва,iOS,2025-02-09
user_02928,A,50.0,Екатеринбург,Android,2024-01-26
user_02929,B,44.0,Екатеринбург,Android,2025-01-11
user_02930,A,43.0,Санкт-Петербург,iOS,2025-04-02
user_02931,B,30.0,Москва,iOS,2024-04-25
user_02932,A,26.0,Москва,Android,2023-04-16
user_02933,B,44.0,Екатеринбург,Android,2023-06-01
user_02934,A,43.0,Санкт-Петербург,iOS,2023-03-18
user_02935,B,49.0,Другой,iOS,2023-03-04
user_02936,A,28.0,Санкт-Петербург,Android,2024-09-29
user_02937,B,32.0,Москва,Android,2024-03-12
user_02938,A,18.0,Екатеринбург,iOS,2025-07-09
user_02939,B,31.0,Новосибирск,iOS,2024-11-12
user_02940,A,17.0,Москва,Android,2023-02-19
user_02941,B,30.0,Екатеринбург,Android,2022-11-28
user_02942,A,,Москва,iOS,2024-04-20
user_02943,B,33.0,Новосибирск,iOS,2025-09-16
user_02944,A,38.0,Новосибирск,Android,2025-01-06
user_02945,B,23.0,Москва,Android,2024-07-29
user_02946,A,35.0,Санкт-Петербург,iOS,2025-02-03
user_02947,B,18.0,Екатеринбург,iOS,2024-12-16
user_02948,A,33.0,Санкт-Петербург,Android,2023-08-15
user_02949,B,18.0,Москва,Android,2023-02-10
user_02950,A,47.0,Новосибирск,iOS,2023-11-20
user_02951,B,42.0,Санкт-Петербург,iOS,2024-05-04
user_02952,A,39.0,Санкт-Петербург,Android,2023-10-31
user_02953,B,50.0,,Android,2025-09-14
user_02954,A,25.0,Другой,iOS,2025-08-23
user_02955,B,52.0,Новосибирск,iOS,2024-10-12
user_02956,A,44.0,Новосибирск,Android,2025-07-03
user_02957,B,32.0,Санкт-Петербург,Android,2023-08-15
user_02958,A,46.0,Москва,iOS,2023-05-20
user_02959,B,23.0,Санкт-Петербург,iOS,2024-08-28
user_02960,A,26.0,,Android,2025-11-08
user_02961,B,28.0,Санкт-Петербург,Android,2025-04-22
user_02962,A,29.0,Санкт-Петербург,iOS,2023-09-04
user_02963,B,24.0,Другой,iOS,2024-05-04
user_02964,A,47.0,Москва,Android,2023-07-15
user_02965,B,32.0,Москва,Android,2024-08-20
user_02966,A,38.0,Другой,iOS,2023-02-16
user_02967,B,29.0,Другой,iOS,2023-08-06
user_02968,A,18.0,Москва,Android,2025-09-05
user_02969,B,37.0,Новосибирск,Android,2024-06-15
user_02970,A,18.0,Новосибирск,iOS,2024-11-25
user_02971,B,34.0,Екатеринбург,iOS,2025-04-16
user_02972,A,21.0,Другой,Android,2024-06-19
user_02973,B,54.0,Другой,Android,2024-05-10
user_02974,A,44.0,Новосибирск,iOS,2024-05-11
user_02975,B,36.0,Санкт-Петербург,iOS,2025-10-11
user_02976,A,47.0,Санкт-Петербург,Android,2024-08-20
user_02977,B,26.0,Москва,Android,2025-04-28
user_02978,A,,,iOS,2023-10-21
user_02979,B,36.0,Санкт-Петербург,iOS,2024-08-25
user_02980,A,37.0,Новосибирск,Android,2025-08-20
user_02981,B,47.0,Другой,Android,2023-09-23
user_02982,A,42.0,Санкт-Петербург,iOS,2025-05-07
user_02983,B,37.0,Другой,iOS,2023-03-06
user_02984,A,18.0,Санкт-Петербург,Android,2023-12-09
user_02985,B,,Москва,Android,2023-09-18
user_02986,A,33.0,Другой,iOS,2023-03-09
user_02987,B,35.0,Санкт-Петербург,iOS,2024-03-02
user_02988,A,23.0,Санкт-Петербург,Android,2023-11-28
user_02989,B,59.0,Москва,Android,2023-01-30
user_02990,A,50.0,Екатеринбург,iOS,2025-07-08
user_02991,B,41.0,Новосибирск,iOS,2024-05-03
user_02992,A,35.0,Новосибирск,Android,2023-10-18
user_02993,B,32.0,Санкт-Петербург,Android,2025-07-01
user_02994,A,25.0,Москва,iOS,2025-04-29
user_02995,B,35.0,Москва,iOS,2023-07-13
user_02996,A,37.0,Новосибирск,Android,2025-08-27
user_02997,B,22.0,Москва,Android,2023-02-09
user_02998,A,38.0,,iOS,2025-05-10
user_02999,B,33.0,Москва,iOS,2024-11-17
user_03000,A,18.0,Москва,Android,2025-08-07
user_03001,B,26.0,Другой,Android,2025-06-12
user_03002,A,30.0,Санкт-Петербург,iOS,2025-08-23
user_03003,B,53.0,Москва,iOS,2023-07-06
user_03004,A,40.0,Другой,Android,2023-09-17
user_03005,B,21.0,Другой,Android,2023-07-29
user_03006,A,39.0,Другой,iOS,2024-11-02
user_03007,B,19.0,Екатеринбург,iOS,2023-05-28
user_03008,A,45.0,Москва,Android,2024-01-09
user_03009,B,30.0,Санкт-Петербург,Android,2024-06-21
user_03010,A,34.0,Санкт-Петербург,iOS,2023-11-22
user_03011,B,48.0,Екатеринбург,iOS,2023-10-28
user_03012,A,22.0,Москва,Android,2025-09-24
user_03013,B,21.0,Москва,Android,2024-05-29
user_03014,A,29.0,Санкт-Петербург,iOS,2024-01-26
user_03015,B,45.0,Новосибирск,iOS,2022-11-26
user_03016,A,19.0,Санкт-Петербург,Android,2025-10-30
user_03017,B,18.0,Санкт-Петербург,Android,2023-11-22
user_03018,A,30.0,Новосибирск,iOS,2025-03-19
user_03019,B,40.0,,iOS,2023-04-24
user_03020,A,47.0,Москва,Android,2024-04-05
user_03021,B,30.0,Москва,Android,2025-09-03
user_03022,A,30.0,Москва,iOS,2023-05-30
user_03023,B,46.0,,iOS,2024-09-21
user_03024,A,18.0,Санкт-Петербург,Android,2023-01-10
user_03025,B,31.0,Новосибирск,Android,2024-06-22
user_03026,A,36.0,Санкт-Петербург,iOS,2023-07-25
user_03027,B,39.0,Новосибирск,iOS,2025-02-02
user_03028,A,29.0,Новосибирск,Android,2024-12-22
user_03029,B,35.0,Екатеринбург,Android,2023-06-23
user_03030,A,18.0,Новосибирск,iOS,2024-09-10
user_03031,B,28.0,Другой,iOS,2023-09-28
user_03032,A,39.0,Новосибирск,Android,2023-01-16
user_03033,B,25.0,Москва,Android,2023-05-03
user_03034,A,35.0,Новосибирск,iOS,2025-06-17
user_03035,B,39.0,Москва,iOS,2025-07-27
user_03036,A,31.0,Санкт-Петербург,Android,2025-06-04
user_03037,B,36.0,Санкт-Петербург,Android,2024-05-22
user_03038,A,25.0,Санкт-Петербург,iOS,2022-11-29
user_03039,B,32.0,Екатеринбург,iOS,2024-09-22
user_03040,A,41.0,Другой,Android,2023-02-15
user_03041,B,36.0,Москва,Android,2025-06-02
user_03042,A,29.0,Екатеринбург,iOS,2024-09-13
user_03043,B,37.0,Екатеринбург,iOS,2023-08-09
user_03044,A,42.0,,Android,2024-01-24
user_03045,B,18.0,Другой,Android,2023-02-25
user_03046,A,46.0,Екатеринбург,iOS,2024-06-19
user_03047,B,31.0,Москва,iOS,2024-09-09
user_03048,A,39.0,Екатеринбург,Android,2023-03-11
user_03049,B,46.0,Санкт-Петербург,Android,2023-04-11
user_03050,A,21.0,Москва,iOS,2025-01-07
user_03051,B,27.0,Екатеринбург,iOS,2023-05-26
user_03052,A,32.0,Санкт-Петербург,Android,2025-02-11
user_03053,B,27.0,Новосибирск,Android,2024-04-23
user_03054,A,52.0,Новосибирск,iOS,2023-11-17
user_03055,B,26.0,Новосибирск,iOS,2024-03-23
user_03056,A,29.0,Другой,Android,2025-02-11
user_03057,B,37.0,Москва,Android,2023-05-19
user_03058,A,22.0,Москва,iOS,2022-12-30
user_03059,B,31.0,Санкт-Петербург,iOS,2024-01-18
user_03060,A,38.0,Санкт-Петербург,Android,2023-10-17
user_03061,B,31.0,Москва,Android,2025-01-21
user_03062,A,34.0,Екатеринбург,iOS,2025-02-19
user_03063,B,29.0,Другой,iOS,2024-06-23
user_03064,A,19.0,Новосибирск,Android,2023-09-29
user_03065,B,38.0,Москва,Android,2023-07-22
user_03066,A,,Новосибирск,iOS,2024-07-21
user_03067,B,35.0,Москва,iOS,2025-08-19
user_03068,A,37.0,Санкт-Петербург,Android,2025-04-21
user_03069,B,41.0,Новосибирск,Android,2024-08-14
user_03070,A,22.0,Москва,iOS,2023-08-13
user_03071,B,52.0,Екатеринбург,iOS,2024-11-22
user_03072,A,37.0,Екатеринбург,Android,2023-06-02
user_03073,B,51.0,Екатеринбург,Android,2024-12-09
user_03074,A,27.0,Москва,iOS,2025-10-02
user_03075,B,53.0,Другой,iOS,2024-01-01
user_03076,A,42.0,Другой,Android,2025-08-16
user_03077,B,40.0,Новосибирск,Android,2025-05-18
user_03078,A,37.0,Москва,iOS,2025-01-20
user_03079,B,32.0,Санкт-Петербург,iOS,2025-07-20
user_03080,A,47.0,Москва,Android,2024-05-20
user_03081,B,36.0,Санкт-Петербург,Android,2025-04-02
user_03082,A,18.0,Новосибирск,iOS,2023-05-21
user_03083,B,23.0,Москва,iOS,2025-04-01
user_03084,A,33.0,Другой,Android,2024-12-11
user_03085,B,38.0,Другой,Android,2023-12-04
user_03086,A,34.0,Другой,iOS,2025-04-25
user_03087,B,47.0,Санкт-Петербург,iOS,2025-04-08
user_03088,A,18.0,Санкт-Петербург,Android,2023-05-27
user_03089,B,36.0,Другой,Android,2023-02-08
user_03090,A,18.0,Другой,iOS,2025-10-04
user_03091,B,42.0,Новосибирск,iOS,2024-10-17
user_03092,A,34.0,Москва,Android,2025-06-24
user_03093,B,39.0,Москва,Android,2024-02-20
user_03094,A,26.0,Москва,iOS,2023-10-01
user_03095,B,47.0,,iOS,2025-08-28
user_03096,A,45.0,Санкт-Петербург,Android,2025-11-01
user_03097,B,40.0,Москва,Android,2025-10-27
user_03098,A,33.0,Екатеринбург,iOS,2023-05-08
user_03099,B,40.0,Другой,iOS,2024-07-05
user_03100,A,116.0,Санкт-Петербург,Android,2025-07-03
user_03101,B,43.0,Новосибирск,Android,2025-05-01
user_03102,A,51.0,Другой,iOS,2023-04-29
user_03103,B,45.0,Екатеринбург,iOS,2025-07-23
user_03104,A,27.0,Другой,Android,2024-07-25
user_03105,B,38.0,Санкт-Петербург,Android,2023-09-18
user_03106,A,22.0,Екатеринбург,iOS,2023-08-06
user_03107,B,40.0,Екатеринбург,iOS,2024-07-25
user_03108,A,39.0,Новосибирск,Android,2024-04-10
user_03109,B,18.0,Москва,Android,2025-10-24
user_03110,A,23.0,Екатеринбург,iOS,2025-04-11
user_03111,B,32.0,Москва,iOS,2024-07-15
user_03112,A,120.0,Санкт-Петербург,Android,2023-02-23
user_03113,B,22.0,Санкт-Петербург,Android,2023-04-23
user_03114,A,38.0,Москва,iOS,2023-02-18
user_03115,B,,Санкт-Петербург,iOS,2025-10-04
user_03116,A,33.0,Санкт-Петербург,Android,2023-06-26
user_03117,B,27.0,Москва,Android,2025-09-28
user_03118,A,45.0,Москва,iOS,2025-04-06
user_03119,B,51.0,Москва,iOS,2025-03-12
user_03120,A,30.0,Москва,Android,2023-05-30
user_03121,B,28.0,Екатеринбург,Android,2025-06-26
user_03122,A,39.0,Екатеринбург,iOS,2024-04-19
user_03123,B,31.0,Санкт-Петербург,iOS,2024-11-14
user_03124,A,33.0,Другой,Android,2024-04-22
user_03125,B,42.0,Екатеринбург,Android,2023-05-04
user_03126,A,18.0,Москва,iOS,2025-09-14
user_03127,B,48.0,Новосибирск,iOS,2022-12-21
user_03128,A,35.0,Новосибирск,Android,2023-07-09
user_03129,B,30.0,,Android,2025-06-22
user_03130,A,34.0,Другой,iOS,2023-11-20
user_03131,B,34.0,Санкт-Петербург,iOS,2023-11-26
user_03132,A,18.0,Санкт-Петербург,Android,2025-01-30
user_03133,B,49.0,Новосибирск,Android,2023-02-18
user_03134,A,35.0,Москва,iOS,2023-05-07
user_03135,B,39.0,Москва,iOS,2025-03-19
user_03136,A,44.0,Екатеринбург,Android,2024-07-19
user_03137,B,24.0,Москва,Android,2024-08-21
user_03138,A,39.0,Санкт-Петербург,iOS,2025-06-06
user_03139,B,32.0,Новосибирск,iOS,2025-05-27
user_03140,A,43.0,Москва,Android,2024-05-13
user_03141,B,18.0,Новосибирск,Android,2024-10-17
user_03142,A,34.0,Екатеринбург,iOS,2023-12-06
user_03143,B,28.0,Санкт-Петербург,iOS,2024-01-24
user_03144,A,39.0,Москва,Android,2023-12-02
user_03145,B,39.0,,Android,2023-04-27
user_03146,A,27.0,,iOS,2024-05-02
user_03147,B,27.0,Москва,iOS,2023-06-23
user_03148,A,33.0,Санкт-Петербург,Android,2025-04-24
user_03149,B,26.0,Новосибирск,Android,2025-11-16
user_03150,A,43.0,Новосибирск,iOS,2022-12-24
user_03151,B,31.0,,iOS,2022-11-29
user_03152,A,18.0,Москва,Android,2025-02-03
user_03153,B,31.0,Москва,Android,2023-07-14
user_03154,A,24.0,Екатеринбург,iOS,2022-12-15
user_03155,B,18.0,Екатеринбург,iOS,2023-11-04
user_03156,A,22.0,Москва,Android,2025-07-22
user_03157,B,36.0,,Android,2025-06-17
user_03158,A,48.0,Москва,iOS,2025-02-24
user_03159,B,38.0,Москва,iOS,2025-08-10
user_03160,A,28.0,Санкт-Петербург,Android,2024-07-30
user_03161,B,39.0,Екатеринбург,Android,2024-11-25
user_03162,A,30.0,Екатеринбург,iOS,2025-02-03
user_03163,B,28.0,Екатеринбург,iOS,2024-07-29
user_03164,A,23.0,Москва,Android,2023-05-16
user_03165,B,18.0,Санкт-Петербург,Android,2023-08-01
user_03166,A,31.0,Другой,iOS,2023-08-21
user_03167,B,36.0,Москва,iOS,2022-12-16
user_03168,A,34.0,Другой,Android,2023-12-13
user_03169,B,30.0,Санкт-Петербург,Android,2023-07-05
user_03170,A,25.0,Екатеринбург,iOS,2022-12-20
user_03171,B,41.0,Другой,iOS,2023-12-08
user_03172,A,21.0,Новосибирск,Android,2023-01-11
user_03173,B,42.0,Другой,Android,2024-01-20
